ticket_id,ticket_date,product,category,priority,channel,agent,status,resolution_hours,sla_status,customer_satisfaction
306,2026-05-24,Collaboration,Performance,High,Email,Anaya,Pending,6.0,Met,5
307,2026-02-13,Analytics,Account Access,Low,Chat,Kabir,Pending,28.5,Met,2
308,2026-01-20,Collaboration,Feature Request,Medium,Web,Rohan,Resolved,22.4,Met,5
309,2026-04-28,Collaboration,Feature Request,Low,Chat,Meera,Resolved,26.7,Met,4
310,2026-04-21,Collaboration,Billing,High,Chat,Kabir,Escalated,19.2,Breached,5
311,2026-06-27,Analytics,Feature Request,Low,Web,Diya,Resolved,25.9,Met,5
312,2026-04-07,Analytics,Technical Issue,Medium,Web,Diya,Escalated,27.5,Breached,5
313,2026-05-20,Collaboration,Billing,Low,Chat,Kabir,Resolved,30.1,Met,5
314,2026-04-15,Analytics,Billing,Medium,Chat,Anaya,Resolved,17.1,Met,3
315,2026-04-19,Analytics,Performance,High,Web,Anaya,Pending,20.9,Breached,4
316,2026-05-20,Collaboration,Performance,Low,Web,Anaya,Resolved,35.5,Met,5
317,2026-01-28,Core SaaS,Performance,High,Web,Anaya,Pending,7.9,Met,5
318,2026-03-26,Core SaaS,Technical Issue,Critical,Chat,Diya,Escalated,2.9,Met,4
319,2026-05-13,Analytics,Performance,Medium,Web,Rohan,Resolved,16.9,Met,4
320,2026-03-30,Analytics,Feature Request,Critical,Email,Aarav,Resolved,3.4,Met,4
321,2026-03-31,Analytics,Technical Issue,Medium,Chat,Anaya,Pending,15.4,Met,4
322,2026-03-23,Collaboration,Technical Issue,Low,Email,Kabir,Resolved,30.8,Met,2
323,2026-06-23,Collaboration,Billing,High,Chat,Rohan,Pending,15.9,Breached,5
324,2026-04-29,Core SaaS,Billing,Low,Web,Anaya,Pending,27.2,Met,4
325,2026-04-12,Analytics,Technical Issue,Low,Web,Diya,Resolved,28.0,Met,5
326,2026-03-13,Core SaaS,Performance,High,Email,Rohan,Resolved,8.3,Met,5
327,2026-04-04,Collaboration,Account Access,Medium,Web,Meera,Escalated,15.0,Met,5
328,2026-04-11,Analytics,Performance,Medium,Email,Anaya,Resolved,18.8,Met,4
329,2026-06-07,Core SaaS,Billing,Medium,Chat,Anaya,Resolved,16.4,Met,4
330,2026-05-11,Collaboration,Feature Request,Medium,Chat,Diya,Pending,14.9,Met,5
331,2026-06-12,Core SaaS,Feature Request,Medium,Chat,Diya,Resolved,26.1,Breached,3
332,2026-03-22,Analytics,Technical Issue,High,Chat,Diya,Resolved,5.5,Met,5
333,2026-04-09,Analytics,Feature Request,Critical,Chat,Diya,Resolved,1.3,Met,5
334,2026-05-25,Analytics,Technical Issue,Low,Chat,Diya,Escalated,29.8,Met,5
335,2026-03-15,Collaboration,Performance,Low,Email,Rohan,Resolved,23.6,Met,5
336,2026-03-10,Analytics,Performance,High,Email,Anaya,Pending,11.7,Met,5
337,2026-05-20,Core SaaS,Account Access,Low,Email,Meera,Resolved,24.2,Met,5
338,2026-03-31,Core SaaS,Billing,High,Email,Anaya,Escalated,13.0,Breached,3
339,2026-06-26,Core SaaS,Billing,Medium,Email,Aarav,Escalated,16.6,Met,3
340,2026-03-31,Core SaaS,Account Access,Medium,Web,Kabir,Resolved,12.5,Met,5
341,2026-05-27,Core SaaS,Billing,Medium,Chat,Aarav,Resolved,25.3,Breached,5
342,2026-06-17,Core SaaS,Billing,Low,Web,Kabir,Resolved,20.9,Met,5
343,2026-06-23,Analytics,Feature Request,Medium,Email,Anaya,Resolved,21.5,Met,5
344,2026-04-14,Analytics,Feature Request,Medium,Chat,Kabir,Escalated,22.4,Met,4
345,2026-01-01,Collaboration,Account Access,High,Email,Rohan,Pending,11.0,Met,5
346,2026-02-25,Analytics,Account Access,Critical,Chat,Kabir,Resolved,4.6,Met,5
347,2026-05-21,Collaboration,Technical Issue,Medium,Email,Aarav,Pending,13.8,Met,4
348,2026-01-05,Analytics,Feature Request,Low,Email,Meera,Resolved,28.1,Met,5
349,2026-06-26,Analytics,Technical Issue,High,Web,Kabir,Resolved,12.5,Breached,5
350,2026-01-22,Core SaaS,Technical Issue,Medium,Chat,Anaya,Resolved,15.7,Met,5
351,2026-06-29,Core SaaS,Feature Request,High,Email,Diya,Escalated,8.4,Met,3
352,2026-02-27,Core SaaS,Account Access,Medium,Email,Meera,Resolved,18.8,Met,4
353,2026-05-03,Analytics,Account Access,Low,Chat,Diya,Pending,25.2,Met,3
354,2026-02-04,Core SaaS,Performance,Medium,Web,Aarav,Escalated,22.3,Met,5
355,2026-06-16,Analytics,Performance,Low,Web,Meera,Resolved,28.4,Met,5
356,2026-01-23,Core SaaS,Performance,High,Web,Meera,Resolved,12.2,Breached,3
357,2026-04-20,Collaboration,Performance,Medium,Web,Anaya,Escalated,20.1,Met,3
358,2026-03-14,Collaboration,Account Access,High,Email,Rohan,Escalated,12.5,Breached,5
359,2026-05-11,Core SaaS,Feature Request,Low,Chat,Aarav,Resolved,25.5,Met,5
360,2026-05-08,Core SaaS,Account Access,Medium,Chat,Diya,Pending,21.6,Met,2
361,2026-05-26,Core SaaS,Technical Issue,Medium,Web,Aarav,Resolved,15.6,Met,4
362,2026-03-09,Analytics,Performance,Low,Chat,Anaya,Escalated,29.3,Met,5
363,2026-04-17,Core SaaS,Account Access,Medium,Email,Kabir,Resolved,13.3,Met,5
364,2026-05-11,Core SaaS,Performance,Critical,Chat,Meera,Escalated,9.3,Breached,5
365,2026-06-12,Analytics,Billing,High,Email,Diya,Resolved,6.6,Met,4
366,2026-04-22,Core SaaS,Account Access,Low,Web,Anaya,Resolved,25.4,Met,5
367,2026-01-31,Analytics,Performance,Low,Web,Anaya,Resolved,30.4,Met,4
368,2026-02-12,Analytics,Technical Issue,Medium,Email,Kabir,Pending,18.5,Met,5
369,2026-03-11,Analytics,Feature Request,Medium,Web,Kabir,Resolved,17.1,Met,5
370,2026-05-08,Core SaaS,Account Access,High,Email,Rohan,Resolved,20.8,Breached,3
371,2026-02-28,Core SaaS,Feature Request,High,Chat,Meera,Resolved,17.9,Breached,1
372,2026-02-15,Collaboration,Feature Request,Critical,Email,Kabir,Resolved,6.1,Met,5
373,2026-04-17,Core SaaS,Performance,High,Web,Aarav,Resolved,6.8,Met,5
374,2026-02-27,Analytics,Technical Issue,High,Chat,Kabir,Resolved,16.8,Breached,5
375,2026-03-25,Analytics,Performance,Low,Email,Meera,Resolved,26.3,Met,4
376,2026-06-01,Core SaaS,Performance,Critical,Email,Diya,Resolved,7.0,Met,5
377,2026-04-15,Core SaaS,Account Access,Low,Email,Anaya,Pending,24.5,Met,5
378,2026-03-20,Core SaaS,Feature Request,Low,Chat,Aarav,Resolved,28.5,Met,5
379,2026-03-13,Collaboration,Account Access,Low,Chat,Anaya,Resolved,37.5,Met,5
380,2026-05-29,Analytics,Technical Issue,Low,Web,Rohan,Resolved,25.9,Met,3
381,2026-04-22,Analytics,Account Access,Medium,Chat,Meera,Resolved,20.3,Met,5
382,2026-03-01,Collaboration,Technical Issue,Low,Email,Aarav,Resolved,32.4,Met,4
383,2026-04-26,Core SaaS,Feature Request,Medium,Chat,Meera,Resolved,13.9,Met,5
384,2026-01-31,Analytics,Performance,Low,Email,Diya,Resolved,32.7,Met,5
385,2026-02-07,Collaboration,Account Access,Low,Chat,Diya,Resolved,30.0,Met,5
386,2026-04-14,Collaboration,Billing,High,Email,Meera,Resolved,13.8,Breached,5
387,2026-02-05,Core SaaS,Feature Request,Low,Chat,Anaya,Resolved,36.5,Met,4
388,2026-05-30,Core SaaS,Technical Issue,Medium,Email,Diya,Pending,20.6,Met,5
389,2026-02-02,Analytics,Technical Issue,Low,Email,Rohan,Pending,34.2,Met,3
390,2026-04-12,Analytics,Billing,Medium,Chat,Diya,Resolved,12.0,Met,4
391,2026-03-12,Core SaaS,Account Access,Medium,Chat,Meera,Escalated,18.8,Met,5
392,2026-05-03,Core SaaS,Feature Request,Low,Email,Anaya,Escalated,29.3,Met,4
393,2026-03-05,Collaboration,Account Access,Medium,Chat,Rohan,Pending,20.3,Met,5
394,2026-03-30,Analytics,Account Access,High,Email,Aarav,Resolved,3.3,Met,5
395,2026-06-02,Analytics,Performance,Low,Chat,Rohan,Resolved,35.5,Met,2
396,2026-02-10,Analytics,Performance,Low,Web,Aarav,Resolved,25.8,Met,5
397,2026-05-28,Core SaaS,Billing,High,Email,Rohan,Resolved,11.1,Met,5
398,2026-06-28,Collaboration,Account Access,Medium,Web,Rohan,Resolved,14.4,Met,5
399,2026-05-25,Collaboration,Account Access,Critical,Email,Meera,Resolved,9.8,Breached,5
400,2026-01-24,Core SaaS,Performance,Low,Chat,Aarav,Resolved,23.8,Met,5
401,2026-06-07,Analytics,Technical Issue,Low,Email,Diya,Escalated,34.3,Met,5
402,2026-02-06,Analytics,Technical Issue,High,Chat,Anaya,Pending,14.6,Breached,5
403,2026-05-31,Analytics,Feature Request,Low,Web,Kabir,Resolved,29.3,Met,3
404,2026-05-24,Analytics,Billing,Medium,Web,Rohan,Resolved,20.1,Met,5
405,2026-04-07,Collaboration,Performance,Medium,Chat,Rohan,Resolved,17.2,Met,5
406,2026-02-16,Collaboration,Billing,Medium,Web,Rohan,Resolved,16.1,Met,5
407,2026-05-08,Core SaaS,Technical Issue,Low,Web,Anaya,Resolved,29.9,Met,5
408,2026-04-25,Collaboration,Technical Issue,Low,Chat,Kabir,Resolved,27.1,Met,4
409,2026-01-01,Analytics,Feature Request,Low,Chat,Kabir,Escalated,26.1,Met,3
410,2026-04-07,Collaboration,Billing,Low,Email,Meera,Resolved,31.6,Met,4
411,2026-01-09,Core SaaS,Feature Request,Medium,Email,Anaya,Resolved,13.9,Met,2
412,2026-05-21,Analytics,Performance,Critical,Web,Meera,Resolved,14.9,Breached,5
413,2026-04-21,Core SaaS,Account Access,Critical,Email,Diya,Pending,10.3,Breached,3
414,2026-06-28,Collaboration,Account Access,Medium,Web,Kabir,Resolved,25.2,Breached,5
415,2026-03-02,Core SaaS,Account Access,Low,Email,Meera,Resolved,26.0,Met,4
416,2026-03-17,Analytics,Billing,High,Email,Aarav,Resolved,13.1,Breached,5
417,2026-02-13,Analytics,Feature Request,Medium,Chat,Anaya,Resolved,22.5,Met,3
418,2026-01-24,Analytics,Feature Request,Medium,Chat,Diya,Pending,17.3,Met,4
419,2026-01-12,Core SaaS,Billing,Medium,Web,Anaya,Resolved,15.2,Met,4
420,2026-01-22,Analytics,Performance,Medium,Email,Rohan,Resolved,18.6,Met,5
421,2026-04-10,Analytics,Performance,High,Email,Meera,Resolved,5.7,Met,5
422,2026-01-21,Core SaaS,Performance,Medium,Web,Rohan,Escalated,20.4,Met,5
423,2026-06-23,Core SaaS,Billing,Critical,Email,Diya,Resolved,11.9,Breached,4
424,2026-04-19,Core SaaS,Billing,Low,Web,Kabir,Resolved,37.8,Met,5
425,2026-01-18,Collaboration,Feature Request,Low,Email,Anaya,Escalated,25.2,Met,5
426,2026-05-31,Analytics,Billing,Medium,Email,Rohan,Escalated,16.2,Met,4
427,2026-05-30,Core SaaS,Account Access,High,Web,Kabir,Pending,18.5,Breached,5
428,2026-03-09,Collaboration,Feature Request,Medium,Email,Diya,Resolved,14.6,Met,4
429,2026-04-14,Analytics,Billing,Low,Email,Anaya,Pending,25.2,Met,2
430,2026-03-10,Analytics,Account Access,High,Chat,Meera,Resolved,6.1,Met,1
431,2026-02-28,Analytics,Feature Request,Low,Web,Anaya,Resolved,34.3,Met,5
432,2026-02-18,Analytics,Feature Request,Medium,Web,Kabir,Resolved,17.3,Met,5
433,2026-05-12,Collaboration,Performance,High,Email,Diya,Resolved,15.8,Breached,4
434,2026-02-21,Analytics,Technical Issue,High,Chat,Anaya,Resolved,12.5,Breached,4
435,2026-03-12,Collaboration,Technical Issue,Medium,Email,Kabir,Pending,14.1,Met,5
436,2026-06-02,Analytics,Performance,Medium,Web,Kabir,Resolved,18.9,Met,5
437,2026-02-11,Core SaaS,Feature Request,High,Email,Diya,Escalated,9.6,Met,3
438,2026-02-24,Collaboration,Billing,High,Chat,Anaya,Pending,17.5,Breached,5
439,2026-05-12,Core SaaS,Billing,Low,Web,Aarav,Resolved,31.3,Met,1
440,2026-03-06,Collaboration,Account Access,Medium,Chat,Meera,Resolved,11.3,Met,5
441,2026-04-28,Analytics,Performance,Medium,Email,Aarav,Escalated,12.1,Met,5
442,2026-06-19,Collaboration,Performance,Critical,Web,Kabir,Resolved,7.2,Met,5
443,2026-06-25,Analytics,Account Access,Low,Web,Anaya,Resolved,41.0,Met,5
444,2026-02-18,Core SaaS,Performance,Low,Chat,Anaya,Resolved,34.7,Met,5
445,2026-06-24,Analytics,Feature Request,Low,Chat,Anaya,Resolved,34.6,Met,4
446,2026-05-30,Core SaaS,Account Access,High,Web,Anaya,Resolved,10.7,Met,5
447,2026-06-25,Collaboration,Account Access,Medium,Email,Anaya,Escalated,19.9,Met,5
448,2026-02-16,Collaboration,Account Access,Medium,Web,Rohan,Resolved,9.5,Met,4
449,2026-06-24,Analytics,Feature Request,High,Chat,Kabir,Resolved,8.4,Met,4
450,2026-05-30,Analytics,Technical Issue,Medium,Web,Rohan,Escalated,15.7,Met,5
451,2026-06-08,Analytics,Performance,Low,Chat,Meera,Resolved,33.6,Met,5
452,2026-02-08,Analytics,Performance,Low,Chat,Diya,Resolved,27.0,Met,4
453,2026-02-16,Collaboration,Technical Issue,High,Email,Meera,Resolved,4.4,Met,3
454,2026-02-23,Core SaaS,Feature Request,High,Email,Diya,Escalated,10.4,Met,3
455,2026-04-22,Core SaaS,Performance,Medium,Email,Anaya,Resolved,9.5,Met,4
456,2026-01-04,Collaboration,Billing,High,Email,Anaya,Resolved,15.9,Breached,5
457,2026-06-10,Core SaaS,Feature Request,High,Web,Rohan,Resolved,11.2,Met,4
458,2026-02-12,Analytics,Feature Request,Low,Web,Rohan,Escalated,38.1,Met,2
459,2026-05-15,Analytics,Account Access,Medium,Email,Diya,Pending,28.0,Breached,4
460,2026-01-05,Core SaaS,Billing,Low,Web,Aarav,Escalated,21.5,Met,5
461,2026-05-10,Collaboration,Account Access,Low,Web,Rohan,Resolved,26.1,Met,2
462,2026-06-02,Collaboration,Technical Issue,Critical,Email,Anaya,Resolved,10.3,Breached,5
463,2026-04-17,Core SaaS,Technical Issue,Medium,Chat,Meera,Resolved,20.2,Met,5
464,2026-06-19,Collaboration,Billing,Medium,Chat,Aarav,Escalated,20.1,Met,5
465,2026-06-08,Core SaaS,Account Access,Low,Web,Diya,Resolved,31.4,Met,3
466,2026-04-15,Analytics,Billing,Medium,Web,Meera,Resolved,19.2,Met,2
467,2026-03-02,Collaboration,Feature Request,Low,Email,Aarav,Escalated,25.9,Met,5
468,2026-01-20,Analytics,Billing,High,Chat,Kabir,Resolved,2.3,Met,3
469,2026-04-29,Analytics,Account Access,Low,Chat,Anaya,Resolved,33.1,Met,5
470,2026-01-25,Core SaaS,Billing,High,Web,Anaya,Resolved,2.5,Met,5
471,2026-03-26,Core SaaS,Account Access,Medium,Chat,Diya,Resolved,12.8,Met,5
472,2026-04-13,Analytics,Feature Request,Medium,Chat,Anaya,Resolved,20.1,Met,4
473,2026-01-29,Core SaaS,Feature Request,Low,Web,Meera,Escalated,28.3,Met,5
474,2026-06-23,Analytics,Performance,Medium,Email,Anaya,Resolved,6.8,Met,5
475,2026-05-04,Analytics,Account Access,Critical,Email,Anaya,Escalated,9.1,Breached,2
476,2026-05-28,Collaboration,Account Access,High,Web,Rohan,Escalated,12.7,Breached,4
477,2026-01-25,Collaboration,Feature Request,Medium,Email,Rohan,Escalated,17.3,Met,5
478,2026-01-14,Collaboration,Feature Request,Low,Chat,Diya,Resolved,25.5,Met,5
479,2026-05-06,Collaboration,Feature Request,Medium,Chat,Diya,Resolved,16.4,Met,5
480,2026-04-28,Core SaaS,Feature Request,Medium,Chat,Kabir,Resolved,20.8,Met,5
481,2026-05-08,Collaboration,Technical Issue,High,Email,Rohan,Escalated,14.0,Breached,2
482,2026-06-13,Core SaaS,Feature Request,Medium,Chat,Kabir,Resolved,18.5,Met,5
483,2026-02-27,Collaboration,Account Access,High,Web,Meera,Resolved,6.6,Met,5
484,2026-01-25,Analytics,Account Access,High,Web,Kabir,Escalated,15.9,Breached,4
485,2026-05-14,Collaboration,Feature Request,Medium,Email,Kabir,Escalated,24.7,Breached,4
486,2026-02-20,Analytics,Billing,Low,Chat,Diya,Resolved,35.3,Met,5
487,2026-01-28,Core SaaS,Feature Request,High,Chat,Anaya,Escalated,15.4,Breached,5
488,2026-05-10,Collaboration,Technical Issue,Low,Web,Meera,Escalated,31.6,Met,4
489,2026-05-04,Core SaaS,Billing,Critical,Email,Meera,Escalated,7.7,Met,5
490,2026-06-05,Analytics,Feature Request,High,Web,Anaya,Resolved,1.4,Met,5
491,2026-03-12,Core SaaS,Feature Request,Medium,Web,Anaya,Escalated,16.2,Met,5
492,2026-03-18,Analytics,Performance,High,Web,Diya,Resolved,12.8,Breached,5
493,2026-02-23,Collaboration,Billing,Medium,Web,Rohan,Resolved,17.1,Met,5
494,2026-01-30,Collaboration,Performance,High,Web,Anaya,Pending,13.6,Breached,5
495,2026-06-22,Core SaaS,Performance,High,Email,Aarav,Pending,11.8,Met,5
496,2026-02-07,Analytics,Billing,Low,Chat,Anaya,Resolved,27.2,Met,2
497,2026-02-07,Core SaaS,Account Access,High,Chat,Aarav,Escalated,8.8,Met,5
498,2026-06-22,Collaboration,Performance,High,Chat,Diya,Escalated,6.9,Met,5
499,2026-06-28,Collaboration,Account Access,Medium,Web,Aarav,Resolved,13.3,Met,4
500,2026-03-06,Analytics,Billing,Low,Web,Anaya,Resolved,22.1,Met,5
